ID;MedoideCalculado;CoordCSV;DistanciaDoCentro;Area;Perimetro;Compacidade;Excentricidade
57;(48,57);(50,50);7.280109889280518;1814;278;3.3903336885099336;0.7973816822095304
58;(48,48);(50,50);2.8284271247461903;290;92;2.3225645488444866;0.9500326285709411
59;(48,44);(50,50);6.324555320336759;356;92;1.8919767392272502;0.8893762271561321
60;(47,50);(50,50);3.0;667;150;2.6843974659427627;0.8166467259205165
61;(53,51);(50,50);3.1622776601683795;883;148;1.9740259759257508;0.4830408613942728
62;(42,54);(50,50);8.94427190999916;1381;210;2.5411777662391692;0.661297775781219
63;(53,52);(50,50);3.605551275463989;969;190;2.964650900731384;0.6868665872132703
64;(48,44);(50,50);6.324555320336759;1940;268;2.9461712970701783;0.7080362959116561
65;(49,50);(50,50);1.0;426;98;1.7940423397354024;0.7247452688954503
66;(44,51);(50,50);6.082762530298219;713;126;1.7719101518421672;0.6226065634387606
67;(51,51);(50,50);1.4142135623730951;532;112;1.8763530132939241;0.8083724397996863
68;(47,47);(50,50);4.242640687119285;750;186;3.6707496074714743;0.7235286003613616
69;(50,47);(50,50);3.0;529;112;1.8869939566585399;0.7432111133875398
70;(55,45);(50,50);7.0710678118654755;1495;290;4.476565456196789;0.8571631531067601
71;(48,46);(50,50);4.47213595499958;1215;172;1.9376295623171325;0.3993149311642491
72;(47,55);(50,50);5.830951894845301;1258;190;2.283582450563363;0.15943532382708633
73;(50,53);(50,50);3.0;539;122;2.1974602717808627;0.6268826912403328
74;(47,49);(50,50);3.1622776601683795;752;160;2.7090203079471546;0.8402009927153058
75;(54,50);(50,50);4.0;532;100;1.4958171343223245;0.6038400229523814
76;(54,51);(50,50);4.123105625617661;1072;200;2.969308639774167;0.7130549739304834
77;(47,56);(50,50);6.708203932499369;706;142;2.2728047255700976;0.8803564394976332
78;(55,60);(50,50);11.180339887498949;742;148;2.349144119598973;0.8829858117086571
79;(51,51);(50,50);1.4142135623730951;877;164;2.4404967784490403;0.8059127679868285
80;(37,31);(50,50);23.021728866442675;1572;282;4.025648121641185;0.901715899275033
81;(57,57);(50,50);9.899494936611665;1699;378;6.692376365139015;0.8675236241378774
82;(54,47);(50,50);5.0;687;154;2.7471023510679693;0.9165382860915775
83;(27,44);(50,50);23.769728648009426;2559;310;2.9884310338278905;0.856194825510993
84;(48,51);(50,50);2.23606797749979;1413;232;3.031265271400628;0.8434571184019604
85;(49,44);(50,50);6.082762530298219;511;104;1.68436385957137;0.7015504695033907
86;(50,48);(50,50);2.0;639;122;1.8535697754145308;0.5838635573090738
87;(60,43);(50,50);12.206555615733702;1298;278;4.738108868225747;0.8693989974984796
5304;(47,50);(50,50);3.0;409;94;1.7191846909046298;0.44096085197211093
5305;(52,54);(50,50);4.47213595499958;680;118;1.6294657555967285;0.614917807865343
5306;(52,50);(50,50);2.0;391;104;2.201304174529335;0.8714441148530441
5307;(43,19);(10,50);45.27692569068709;451;72;0.9146998059738197;0.3292324638281308
5308;(45,50);(50,50);5.0;2162;539;10.693305555504285;0.49030969632858856
5309;(62,47);(50,50);12.36931687685298;1572;286;4.140660854053649;0.8130607004114063
5310;(55,50);(50,50);5.0;2960;304;2.4845377062129392;0.45757892014449025
1731;(41,50);(50,50);9.0;1287;330;6.733478361580188;0.7020479463828373
1732;(56,37);(50,50);14.317821063276353;2583;413;5.254916664390533;0.8607866022662414
1733;(40,53);(50,50);10.44030650891055;2107;312;3.676501846306943;0.6979833291862174
1734;(45,45);(50,50);7.0710678118654755;594;120;1.9291508253563072;0.767506224814077
1735;(39,50);(50,49);11.045361017187261;856;144;1.9277084695990314;0.5020541489965573
1736;(58,52);(50,50);8.246211251235321;721;140;2.1632710711519754;0.553505028058112
1737;(44,48);(50,50);6.324555320336759;679;150;2.636955979063067;0.7463707029678137
1738;(50,44);(50,50);6.0;725;134;1.970887005626257;0.3299653867271933
1739;(49,48);(50,50);2.23606797749979;354;102;2.3387684010283603;0.42029329021504935
1740;(56,47);(50,50);6.708203932499369;911;162;2.2924601133390237;0.5503860222659169
1741;(42,47);(50,50);8.54400374531753;848;152;2.1681107341952535;0.49908874671043524
1742;(49,45);(50,50);5.0990195135927845;568;126;2.224246370182157;0.7753692086325827
1743;(52,46);(50,50);4.47213595499958;943;164;2.2696878840931163;0.3755577124893501
1744;(51,56);(50,50);6.082762530298219;382;102;2.167340350691203;0.21046375925053612
1745;(61,67);(50,50);20.248456731316587;2275;481;8.092801492018461;0.7522106190410301
1746;(50,53);(50,50);3.0;469;102;1.7652964050405962;0.3020305681283171
1747;(55,56);(50,50);7.810249675906654;747;150;2.3969117935526407;0.320451092588224
1748;(46,55);(50,50);6.4031242374328485;545;118;2.033094887717019;0.5295301543556962
1749;(51,54);(50,50);4.123105625617661;881;188;3.192492797184988;0.7932436096832127
1750;(43,45);(50,50);8.602325267042627;2046;447;7.7714051867665;0.7355210210419044
1751;(53,58);(50,50);8.54400374531753;758;164;2.823635454749088;0.9184554284869043
1752;(47,49);(50,50);3.1622776601683795;330;88;1.8674179989449056;0.5186560966963416
1753;(45,52);(50,50);5.385164807134504;1155;180;2.232303097912298;0.6100889536019302
1754;(44,35);(50,27);10.0;986;186;2.7921523383403706;0.5749379862326766
1134;(58,38);(50,50);14.422205101855956;2166;492;8.893278426730507;0.7634381488792993
1135;(49,52);(50,50);2.23606797749979;765;162;2.7299753767998047;0.5413051419696484
1136;(49,51);(50,50);1.4142135623730951;889;146;1.908069047776626;0.8174712061991991
1137;(48,52);(50,50);2.8284271247461903;699;136;2.1056722656850475;0.6286505282594436
1138;(49,58);(50,50);8.06225774829855;1393;240;3.2904970287484465;0.8079938876008073
1139;(34,36);(13,50);25.238858928247925;1172;178;2.1513076864008585;0.7218346056442912
1140;(40,38);(50,38);10.0;561;114;1.8434738328184241;0.7630175604298151
1141;(51,51);(50,50);1.4142135623730951;458;118;2.419294134947108;0.7342178416912791
1142;(32,40);(50,34);18.973665961010276;353;88;1.7457448715348973;0.7979943509340744
1143;(54,52);(50,50);4.47213595499958;541;112;1.8451382681559474;0.8118146884598821
1144;(44,53);(50,50);6.708203932499369;870;138;1.7419234116333648;0.558026671463652
1145;(41,48);(50,50);9.219544457292887;1154;229;3.6162237307981298;0.902869103258556
1146;(50,54);(50,50);4.0;456;100;1.7451199900427121;0.516641395161054
1147;(51,53);(50,50);3.1622776601683795;399;96;1.8380600946552725;0.5331454415101617
1148;(50,48);(50,50);2.0;554;120;2.0684396936130804;0.8816219418356969
1149;(46,52);(50,50);4.47213595499958;292;92;2.306656572482538;0.49345806756768285
1150;(53,53);(50,50);4.242640687119285;601;116;1.7816879486227484;0.5580362430190842
1151;(51,52);(50,50);2.23606797749979;428;92;1.5737002784226661;0.463633490584174
1152;(44,49);(50,50);6.082762530298219;427;100;1.8636410198114206;0.7580504998976217
1153;(52,51);(50,50);2.23606797749979;450;102;1.8398311421423101;0.5964292735217662
1154;(49,52);(50,50);2.23606797749979;507;110;1.8991862045482582;0.4862587042461943
1155;(50,57);(50,50);7.0;504;136;2.920366892289381;0.8624593856773388
1156;(55,45);(50,50);7.0710678118654755;1013;150;1.7675154094608319;0.5500266055337374
1157;(44,46);(50,50);7.211102550927978;381;96;1.924897579442136;0.6804737504731369
1158;(45,47);(50,50);5.830951894845301;449;102;1.8439287616125601;0.7839470759339777
1159;(56,53);(50,50);6.708203932499369;627;114;1.6494239556796426;0.24765160880511516
1160;(61,52);(50,50);11.180339887498949;1070;204;3.0950430428562226;0.7442942617861654
1161;(51,50);(50,50);1.0;722;132;1.9204402551476347;0.7354982047231016
1162;(47,51);(50,50);3.1622776601683795;810;160;2.5150410760200748;0.8971617533046641
1163;(48,44);(50,39);5.385164807134504;404;96;1.8153118261570638;0.6416584046676591
1164;(55,60);(50,50);11.180339887498949;934;166;2.3477910127624564;0.5860507788477368
1165;(51,47);(50,50);3.1622776601683795;1097;192;2.674151240719977;0.7413637629339237
1166;(50,55);(50,50);5.0;821;140;1.8997788578569725;0.43115610819218464
1167;(46,48);(50,50);4.47213595499958;658;128;1.981454853812776;0.3583752354166137
1168;(51,51);(50,50);1.4142135623730951;650;146;2.609651359189878;0.7640797615052644
1169;(51,47);(50,50);3.1622776601683795;676;120;1.6951414057124947;0.21952483373696483
1170;(47,53);(50,50);4.242640687119285;383;96;1.9148458949541876;0.25493846694275507
1171;(50,50);(50,50);0.0;504;118;2.198485543265427;0.6294981525822463
1172;(51,61);(50,50);11.045361017187261;743;164;2.880640208209702;0.6984517464699794
1173;(43,44);(50,50);9.219544457292887;494;114;2.093499636054931;0.8667892090109287
1174;(54,55);(50,50);6.4031242374328485;370;90;1.7421014041139897;0.2498489789995757
1175;(53,58);(50,50);8.54400374531753;1032;210;3.400548929434392;0.8737664635172913
1176;(42,49);(50,50);8.06225774829855;671;136;2.193539364700221;0.6948116694364928
1177;(49,49);(49,50);1.0;573;110;1.6804317726107625;0.8101379129758406
1178;(43,51);(45,50);2.23606797749979;553;122;2.1418283661661577;0.8378033326783798
1179;(37,28);(24,50);25.553864678361276;748;144;2.2060407085250944;0.8553016137514939
1180;(55,50);(50,50);5.0;1326;248;3.6910503845867013;0.5266221635238955
1181;(47,53);(50,50);4.242640687119285;742;136;1.9836454362720324;0.40447883161368764
1182;(51,55);(50,50);5.0990195135927845;959;142;1.6732013933811145;0.6050662476058577
1183;(43,53);(50,50);7.615773105863909;657;124;1.862379303638495;0.6576096223744724
1184;(48,54);(50,50);4.47213595499958;408;94;1.7233983788725333;0.42450138153376427
1185;(43,53);(50,50);7.615773105863909;474;168;4.738385141166302;0.861483822854717
1186;(49,55);(50,50);5.0990195135927845;722;138;2.098993584655163;0.6395324325203006
1187;(47,53);(50,50);4.242640687119285;666;134;2.145485103722277;0.6854795514395616
1188;(50,54);(50,50);4.0;638;146;2.6587357107733864;0.8747318005517667
1189;(51,52);(50,50);2.23606797749979;695;138;2.1805372203180253;0.7503554603167499
1190;(51,51);(50,50);1.4142135623730951;585;118;1.8940798526594451;0.5059525257412024
1191;(51,57);(50,50);7.0710678118654755;597;118;1.8560078958220694;0.521591789705694
1192;(44,51);(50,50);6.082762530298219;531;136;2.771873660478057;0.8629779212394637
1193;(47,57);(50,50);7.615773105863909;1000;160;2.0371832715762603;0.6222615923816082
1194;(48,47);(50,50);3.605551275463989;643;124;1.9029287752573738;0.561356612068363
1195;(55,58);(50,50);9.433981132056603;807;142;1.9883520895322042;0.6924862856335412
1196;(43,49);(50,50);7.0710678118654755;844;218;4.4808527935422005;0.7649161750168465
1197;(46,50);(50,50);4.0;1049;240;4.369554205001512;0.6430766805782416
1198;(49,51);(50,50);1.4142135623730951;1188;262;4.598077404713831;0.880131127825782
1199;(57,55);(50,50);8.602325267042627;1113;168;2.0179645614670503;0.6117269151084824
1200;(48,53);(50,50);3.605551275463989;752;168;2.986694889511738;0.8309977885488328
1201;(59,57);(50,50);11.40175425099138;1932;245;2.4723797771974683;0.8449538195882786
1202;(48,48);(50,50);2.8284271247461903;1085;185;2.510174160055354;0.8202541260870363
1203;(45,44);(50,50);7.810249675906654;885;152;2.0774665566074293;0.5909845539295034
1204;(48,52);(50,50);2.8284271247461903;954;180;2.702631109107657;0.741481054569793
1205;(58,57);(50,50);10.63014581273465;907;166;2.4176811531644256;0.7648065220558814
1206;(50,46);(50,50);4.0;1041;194;2.8770199030771244;0.5989499944445361
1207;(47,51);(50,50);3.1622776601683795;735;180;3.5079048681478975;0.5346268382675191
1208;(48,65);(50,50);15.132745950421556;1853;254;2.770653078390912;0.727484618745417
1209;(58,49);(50,50);8.06225774829855;962;204;3.4425114925739693;0.6260385954451257
1210;(46,49);(50,50);4.123105625617661;743;156;2.6064567261671368;0.6536114688040128
1211;(52,59);(50,50);9.219544457292887;642;118;1.725913884432672;0.09474281597629808
1212;(48,60);(50,50);10.198039027185569;914;154;2.064835136962467;0.7364775216847169
1213;(50,59);(50,50);9.0;487;110;1.9771815312237513;0.5824500931094188
1214;(45,52);(50,50);5.385164807134504;483;118;2.2940718712334895;0.36946076406579953
1215;(47,53);(50,50);4.242640687119285;684;124;1.7888643311264494;0.6557531569703926
1216;(58,51);(50,50);8.06225774829855;578;114;1.7892540142061175;0.7545099116373414
1217;(56,53);(50,50);6.708203932499369;684;130;1.9661685221147889;0.753519068467342
1218;(49,49);(50,50);1.4142135623730951;465;116;2.302783778757574;0.8182746068991981
1219;(18,40);(50,5);47.4236228055175;400;71;1.0028750851578054;0.6034054503836405
1220;(52,44);(50,43);2.23606797749979;495;98;1.5439637105601645;0.3144908096602219
1221;(49,51);(50,50);1.4142135623730951;387;88;1.5923719370848028;0.4646117607089627
1222;(50,52);(50,50);2.0;413;96;1.7757529728025514;0.4157056182028313
1223;(48,55);(50,50);5.385164807134504;453;104;1.900021925476755;0.6471455961872637
1224;(51,53);(50,50);3.1622776601683795;780;170;2.9484473431767793;0.8268098803614825
1225;(48,36);(22,50);29.5296461204668;582;112;1.7151543008116281;0.8012704782801504
1226;(51,55);(50,50);5.0990195135927845;415;94;1.6943290086264906;0.4639576378337327
1227;(34,20);(10,50);38.41874542459709;766;97;0.9774731459214383;0.7659096007171227
8277;(42,45);(50,50);9.433981132056603;5809;332;1.5099582068653015;0.6201321641099856
8278;(45,52);(50,50);5.385164807134504;1220;168;1.840979145010514;0.777495553495533
8279;(49,45);(50,50);5.0990195135927845;896;218;4.22080330105984;0.9058873576753012
8280;(61,43);(50,50);13.038404810405298;3474;256;1.5012058650648321;0.4981107148923581
8281;(51,56);(50,50);6.082762530298219;805;152;2.2839228603696586;0.8495655141772223
8282;(52,55);(50,50);5.385164807134504;3154;328;2.7144142989217612;0.41139140948183484
8283;(46,51);(50,50);4.123105625617661;2979;382;3.8980406035148936;0.6799718211740189
8284;(52,53);(50,50);3.605551275463989;1072;170;2.1453254922368354;0.6842371930486815
8285;(50,28);(50,50);22.0;1044;254;4.91764382591797;0.7456308984389243
8286;(55,41);(50,50);10.295630140987;2252;370;4.837547004724794;0.5825687788369676
8287;(55,53);(50,50);5.830951894845301;1009;164;2.121224652824389;0.7987035931683617
8288;(48,33);(50,50);17.11724276862369;4662;270;1.244358145795707;0.7360898283537058
8289;(51,63);(50,50);13.038404810405298;1631;306;4.56855679072738;0.8845903957729008
8290;(50,48);(50,50);2.0;698;130;1.9267324772586183;0.8089194993792465
8291;(58,52);(50,50);8.246211251235321;1064;270;5.4522534546048735;0.7662185262848883
8292;(48,52);(50,50);2.8284271247461903;1322;198;2.359875336223398;0.8493314076176063
8293;(56,50);(50,50);6.0;1439;192;2.038598965302165;0.8347173131991386
8294;(57,48);(50,50);7.280109889280518;1409;218;2.684059444818749;0.8837815625439027
8295;(50,48);(50,50);2.0;1943;232;2.2044147341683415;0.8402287385367316
8296;(40,51);(50,50);10.04987562112089;1949;236;2.2740620088368915;0.6028159062160303
8297;(50,55);(50,50);5.0;1402;226;2.8990719947794745;0.8235785022297235
8298;(46,59);(50,50);9.848857801796104;1231;204;2.6902486237661725;0.458589183842931
8299;(51,54);(50,50);4.123105625617661;1343;184;2.0060870265522;0.5138226286161117
8300;(49,54);(50,50);4.123105625617661;1195;192;2.4548484611462884;0.7768306267293822
8301;(45,49);(50,50);5.0990195135927845;2904;416;4.742203483421322;0.31785945960010575
8302;(57,56);(50,50);9.219544457292887;937;180;2.7516649712793004;0.8131474005093764
8303;(51,43);(50,50);7.0710678118654755;3055;463;5.583942061483881;0.6841847613340334
8304;(51,46);(50,50);4.123105625617661;1417;234;3.0750487169865286;0.8893231863895211
8305;(60,57);(50,50);12.206555615733702;4863;320;1.67565969284496;0.817568283857726
8306;(51,50);(50,50);1.0;2070;232;2.0691680330865156;0.809141366121442
8307;(50,60);(50,50);10.0;2016;268;2.8351053156330086;0.5923910660026319
8308;(47,30);(50,50);20.223748416156685;3123;299;2.2780357136340914;0.4045101596522736
8309;(52,50);(50,50);2.0;869;220;4.432162972179364;0.849711963701486
8310;(41,53);(50,50);9.486832980505138;841;192;3.4881616065039416;0.7289330593981505
8311;(50,50);(50,50);0.0;1409;268;4.056474319599819;0.6482189833050829
8312;(47,49);(50,50);3.1622776601683795;2076;463;8.217217243657638;0.8460418141712548
8313;(49,42);(50,50);8.06225774829855;1601;246;3.007938955699294;0.7281222325173184
8314;(55,51);(50,50);5.0990195135927845;1635;196;1.8697542182930433;0.7328929038127003
8315;(40,51);(50,50);10.04987562112089;1039;186;2.64972300828066;0.8336742933530755
8316;(62,56);(50,50);13.416407864998739;927;178;2.719884151522984;0.799506642186608
8317;(59,54);(50,50);9.848857801796104;2178;393;5.643094996694248;0.6407011672342159
8318;(43,39);(50,50);13.038404810405298;1929;401;6.633559876651079;0.8215961561320124
8319;(53,58);(50,50);8.54400374531753;2099;338;4.331228518006311;0.818990430795337
8320;(60,53);(50,50);10.44030650891055;1579;218;2.3950853437299666;0.8240451895806774
8321;(58,57);(50,50);10.63014581273465;2223;392;5.500761397947145;0.8637855582238821
8322;(53,53);(50,50);4.242640687119285;1189;212;3.0080150388234417;0.8626914589214669
8323;(39,38);(50,50);16.278820596099706;2153;242;2.164595932938634;0.6283451293340627
8324;(52,50);(50,50);2.0;1364;208;2.5240760476274784;0.28009680767559036
8325;(48,51);(50,50);2.23606797749979;990;206;3.41106018436751;0.43112046392857034
8326;(41,51);(50,50);9.055385138137417;1293;234;3.3699489806418486;0.28663257755897104
8327;(60,37);(50,50);16.401219466856727;3207;312;2.415462859422741;0.6866027898804974
8328;(48,53);(50,50);3.605551275463989;866;170;2.655645413022965;0.7835664501572748
8329;(41,52);(50,50);9.219544457292887;1338;174;1.8006633247571835;0.7974041573572864
8330;(46,56);(50,50);7.211102550927978;1032;164;2.073949297189737;0.7702803080427573
8331;(52,47);(50,50);3.605551275463989;1544;220;2.4945269577874787;0.7085181199860966
8332;(45,54);(50,50);6.4031242374328485;850;206;3.972881861792748;0.8654658045847687
8333;(41,43);(50,50);11.40175425099138;1347;364;7.827540215257522;0.7716835025044473
8334;(58,57);(50,50);10.63014581273465;2795;327;3.0444148318199065;0.7503154390997514
8335;(50,49);(50,50);1.0;2965;332;2.958295859588714;0.8758576651635999
8336;(39,61);(50,50);15.556349186104045;2530;250;1.9658466290994978;0.8182089626035343
8337;(41,52);(50,50);9.219544457292887;1147;170;2.005047016284122;0.8173670354906327
8338;(56,53);(50,50);6.708203932499369;1636;258;3.2377718924110392;0.8021697735311234
8339;(40,56);(50,50);11.661903789690601;2674;362;3.8998317805785967;0.9086444789528638
8340;(54,45);(50,50);6.4031242374328485;2110;240;2.1723518298798985;0.7338456902475247
8341;(48,51);(50,50);2.23606797749979;1250;178;2.0170660867694448;0.820263186786864
8342;(56,57);(50,50);9.219544457292887;1924;306;3.872825429145715;0.31800058309394535
8343;(45,50);(50,50);5.0;1075;182;2.4520224813841587;0.8968475205540258
8344;(67,58);(50,50);18.788294228055936;2355;249;2.095067012025606;0.8776625368827852
8345;(35,46);(50,50);15.524174696260024;1649;224;2.421394307028181;0.8678660143742829
8346;(34,51);(50,50);16.0312195418814;2006;308;3.7632289435367796;0.845048848315084
8347;(45,54);(50,50);6.4031242374328485;935;144;1.7648325668200757;0.7014882348084017
8348;(58,47);(50,50);8.54400374531753;2279;346;4.180209119611527;0.7745156533894632
8349;(48,50);(50,50);2.0;1273;164;1.6813163194813894;0.6760631768537374
8350;(33,33);(19,50);22.02271554554524;1424;182;1.851070342337058;0.7074377445266902
8351;(44,50);(50,50);6.0;1414;174;1.703880854685369;0.39215825073337107
8352;(36,34);(50,50);21.2602916254693;3330;240;1.3764751834974733;0.7216459105416637
7408;(49,47);(50,50);3.1622776601683795;749;142;2.1423232793758196;0.8701628613798669
7409;(46,46);(50,50);5.656854249492381;847;194;3.535983139437174;0.8519791706068508
7410;(47,49);(50,50);3.1622776601683795;992;154;1.9024791483706602;0.4090924455703041
7411;(45,48);(50,50);5.385164807134504;874;148;1.9943534745336817;0.5060152782301063
7412;(49,51);(50,50);1.4142135623730951;608;128;2.1444034437644848;0.8645992529454788
7413;(51,50);(50,50);1.0;549;124;2.228749002714921;0.818424842166254
7414;(44,50);(50,50);6.0;787;150;2.2750865435626717;0.5432156679502825
7415;(45,51);(50,50);5.0990195135927845;503;106;1.7775993445134552;0.7803191533912431
7416;(48,43);(50,50);7.280109889280518;881;178;2.8618985340088603;0.8706391565047864
7417;(49,46);(50,50);4.123105625617661;314;98;2.4339555309786034;0.8766007655300395
7418;(46,52);(50,50);4.47213595499958;713;156;2.716125312120873;0.6391213196187894
7419;(46,51);(50,50);4.123105625617661;334;92;2.01659796157156;0.8460010905087989
7420;(48,52);(50,50);2.8284271247461903;777;136;1.894292038241761;0.7113108998366093
7421;(43,42);(50,50);10.63014581273465;550;144;3.000215363594129;0.8774295122364842
7422;(52,43);(50,50);7.280109889280518;1008;150;1.7762828470077605;0.7353199327515614
7423;(46,53);(50,50);5.0;740;128;1.761888234876766;0.7406473607113268
7424;(42,48);(50,50);8.246211251235321;759;136;1.9392159600972965;0.631857549796472
7425;(47,53);(50,50);4.242640687119285;831;132;1.6685413528478847;0.7117157287559445
7426;(44,55);(50,50);7.810249675906654;858;148;2.0315442153175263;0.6077021830322569
7427;(47,50);(50,50);3.0;695;134;2.055961264861923;0.6643204988616563
7428;(48,48);(50,50);2.8284271247461903;940;142;1.7070214215452009;0.8098472154851398
7429;(43,50);(50,50);7.0;1045;160;1.9494576761495315;0.7062307994322651
7430;(56,45);(50,50);7.810249675906654;1088;164;1.9672019068932063;0.489265385111414
7431;(45,45);(50,50);7.0710678118654755;456;108;2.0355079563858194;0.8815448954368788
7432;(54,52);(50,50);4.47213595499958;544;118;2.0368321944959105;0.8462761826990222
7433;(46,48);(50,50);4.47213595499958;995;196;3.072410197898619;0.7927640423894973
7434;(44,56);(50,50);8.48528137423857;869;202;3.7365697916695613;0.91279758261349
7435;(53,48);(50,50);3.605551275463989;602;126;2.0986244821652247;0.6775465910045336
7436;(43,48);(48,50);5.385164807134504;626;116;1.71053427655315;0.6934979475431617
7437;(54,58);(50,50);8.94427190999916;903;180;2.855271404306428;0.89031338967387
7438;(49,53);(50,50);3.1622776601683795;617;124;1.9831170218646539;0.786614910287389
7439;(49,50);(50,50);1.0;377;118;2.9390894265405185;0.9327816492189481
7440;(39,32);(19,50);26.90724809414742;718;134;1.990101781447126;0.8221842807717075
7441;(42,40);(24,50);20.591260281974;843;150;2.123953866884724;0.3564496546795003
2414;(52,49);(50,50);2.23606797749979;2619;252;1.9295485884130819;0.4044703982144654
2415;(52,55);(50,50);5.385164807134504;1840;290;3.6372094331598905;0.6093234299542842
2416;(49,58);(50,50);8.06225774829855;490;100;1.6240300315499525;0.40562158574295964
2417;(45,50);(50,50);5.0;650;140;2.399566834308576;0.8195715487383919
2418;(46,55);(50,50);6.4031242374328485;735;138;2.0618685280558195;0.3930759834915826
9071;(49,55);(50,50);5.0990195135927845;1308;214;2.786184928836559;0.8648687816872417
9072;(37,41);(50,50);15.811388300841896;1994;356;5.05783873312298;0.7662699479434919
9073;(48,53);(50,50);3.605551275463989;1494;224;2.672609914517718;0.7123339488055356
9074;(54,50);(50,50);4.0;1529;252;3.3050933636715896;0.6311201711057273
9075;(39,50);(50,50);11.0;1572;230;2.6778932854838624;0.6888813976645286
9076;(51,53);(50,50);3.1622776601683795;1939;212;1.844522888685442;0.6431844229542459
9077;(46,51);(50,50);4.123105625617661;2144;368;5.026445665409709;0.9168296267991658
9078;(52,59);(50,50);9.219544457292887;1425;254;3.60282116088306;0.8524245427985324
9079;(48,45);(50,50);5.385164807134504;1422;298;4.969618694209801;0.7049242797838602
9080;(52,56);(50,50);6.324555320336759;598;134;2.3894533094967163;0.7875123396256123
9081;(47,47);(50,50);4.242640687119285;1400;212;2.5546642008293374;0.8438008764294443
9082;(49,55);(50,50);5.0990195135927845;1312;226;3.0979412627140426;0.26496030947535987
9083;(45,43);(50,50);8.602325267042627;935;206;3.6117107834479523;0.6598009951055013
9084;(52,45);(50,50);5.385164807134504;1194;289;5.56649078809807;0.9074672842068255
9085;(46,50);(50,50);4.0;1318;214;2.765045437722473;0.8351563114873541
